id1,id2,relationship,score,openai_response,medllama_response,medllama_score,medllama_relationship,Symbol,vq*,omim,omim_binary
412,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,STS,0.0,False,0
4133,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,MAP2,0.0,False,0
4137,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"":""Causal"",""score"":0.5}",0.5,Causal,MAPT,0.6583751274268965,False,0
42964,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,Nct,0.0,False,0
4311,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,MME,0.0,False,0
4353,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,MPO,1.0,True,1
4653,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,MYOC,0.0,False,0
4846,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Causal"", ""score"": 0.5}",0.5,Causal,NOS3,0.9842140480602164,True,1
50908,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,C1s1,1.0,False,0
51085,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,MLXIPL,0.0,False,0
51107,D000544,Not causal,0.09999999999999998,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,APH1A,0.0,False,0
51593,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,SRRT,1.0,False,0
5328,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,PLAU,1.0,True,1
5334,D000544,Not causal,0.050000000000000044,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.95
}","{""relationship"": ""Not causal"", ""score"": 1.0}",0.0,Not causal,PLCL1,1.0,False,0
5337,D000544,Not causal,0.09999999999999998,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,PLD1,1.0,False,0
5340,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,PLG,1.0,False,0
54141,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Spag5,0.0,False,0
54226,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,App,0.0,False,0
54244,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"":""Causal"",""score"":0.9}",0.9,Causal,Crebbp,0.0,False,0
5451,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,POU2F1,0.0,False,0
54567,D000544,Causal,0.95,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.95
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,DLL4,0.0,False,0
54822,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,TRPM7,1.0,False,0
55851,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,PSENEN,0.0,False,0
56208,D000544,Causal,0.95,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.95
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Becn1,0.0,False,0
5621,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,PRNP,0.0,False,0
56484,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Foxo3,0.0,False,0
5663,D000544,Causal,0.95,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.95
}","{""relationship"":""Causal"",""score"":0.0}",0.0,Causal,PSEN1,0.9937283654613013,True,1
56637,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Gsk3b,1.0,False,0
5664,D000544,Causal,0.95,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.95
}","{""relationship"": ""causal"", ""score"": 0.0}",0.0,causal,PSEN2,0.9684347389466212,True,1
57126,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,CD177,1.0,False,0
5730,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,PTGDS,0.0,False,0
57819,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,LSM2,0.0,False,0
5868,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,RAB5A,0.0,False,0
590,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"":""Causal"",""score"":0.9999999999999999}",1.0,Causal,BCHE,0.0,False,0
59287,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Ncstn,0.0,False,0
606496,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Gsk3a,0.0,False,0
6272,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,SORT1,0.0,False,0
64231,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,MS4A6A,0.0,False,0
643680,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,MS4A4E,0.0,False,0
6462,D000544,Causal,0.85,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.5}",0.5,Causal,SHBG,0.0,False,0
6622,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,SNCA,0.0,False,0
6629,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,SNRPB2,0.0,False,0
66340,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Psenen,0.0,False,0
6653,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,SORL1,0.9911202420896744,False,0
6688,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,SPI1,1.0,False,0
6720,D000544,Causal,0.85,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,SREBF1,0.0,False,0
6721,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,SREBF2,0.0,False,0
6722,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,SRF,0.0,False,0
6734,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,SRPRA,1.0,False,0
6750,D000544,Causal,0.95,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.95
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,SST,1.0,False,0
6868,D000544,Not causal,0.09999999999999998,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,ADAM17,0.0,False,0
7020,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,TFAP2A,0.0,False,0
7040,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,TGFB1,0.0,False,0
7048,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,TGFBR2,0.0,False,0
70536,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Qpct,0.0,False,0
72935,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,Ddx41,0.0,False,0
7306,D000544,Causal,0.95,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.95
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,TYRP1,0.9934783728024836,False,0
7314,D000544,Causal,0.85,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,UBB,0.9878899997524502,False,0
7447,D000544,Not causal,0.09999999999999998,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.5}",0.5,Causal,VSNL1,1.0,False,0
7511,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,XPNPEP1,0.0,False,0
760,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,CA2,0.0,False,0
80308,D000544,Not causal,0.09999999999999998,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Not causal"", ""score"": 1.0}",0.0,Not causal,FLAD1,0.0,False,0
81751,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Psen2,1.0,False,0
8301,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,PICALM,0.9550055851369637,False,0
8312,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,AXIN1,0.0,False,0
834,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,CASP1,0.0,False,0
836,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,CASP3,0.0,False,0
84353,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"":""Causal"",""score"":0.9}",0.9,Causal,Ctnnb1,0.0,False,0
84722,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,PSRC1,0.0,False,0
85365,D000544,Causal,0.85,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,ALG2,0.0,False,0
8572,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,PDLIM4,0.0,False,0
8754,D000544,Not causal,0.09999999999999998,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,ADAM9,0.0,False,0
8766,D000544,Not causal,0.09999999999999998,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,RAB11A,0.0,False,0
8788,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,DLK1,1.0,False,0
8892,D000544,Not causal,0.09999999999999998,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,EIF2B2,0.0,False,0
91647,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,ATPAF2,0.0,False,0
93649,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,MYOCD,0.0,False,0
945,D000544,Causal,0.85,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,CD33,0.0,False,0
9451,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Not causal"", ""score"": 1.0}",0.0,Not causal,EIF2AK3,0.0,False,0
98256,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Kmo,0.0,False,0
9846,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,GAB2,0.0,False,0
